sample_id,input,target
488_1,"Because the 11pro is really ugly , only the photo is better than the 12","11pro:photo:better:pos, 12:photo:better:neg"
488_2,"2 K large screen , wireless charging , battery should all be better than 12",12:wireless charging:better:neg
488_3,"But the appearance discourages a large number of people , 12 and 11pro are not the same positioning group",notarget:none:none:none
488_4,"Buy new and not buy old , and the price difference is not too much",notarget:none:none:none
488_5,"After the 12 came out , the price of the 11 series rose [ glutton ]",notarget:none:none:none
489_0,It 's up to you to change my mix2S or not,notarget:none:none:none
489_1,"My mix2s is replaced by Xiaomi 10s , the battery is dead",mix2s:battery:dead:neg
489_2,"The same as me , I just changed it for two day",notarget:none:none:none
489_3,[ Smile ],notarget:none:none:none
489_4,"Mine is also mix2s , just wait for k50 , if there is no small screen version , then buy 12 , unfortunately it is curved [ Sweat ]",12:curved:unfortunately:neg
489_5,"Mine is working as a backup , now holding 11u",notarget:none:none:none
490_0,? ? How much detail is lost ? ? Are Aduan 's fans all Huawei anti - fans ?,notarget:none:none:none
490_1,"Little brother , the reno is really better than the Nova5 for taking pictures . The front camera is for shooting people . If you want to compare the details , you should use the rear one to compare .","reno:taking pictures:better than:pos, Nova5:taking pictures:better than:neg"
490_2,So what does super night selfie mean ? [ eat melon ],notarget:none:none:none
490_3,"I also think R is better . Huawei is the best for shooting scenes , but the beauty algorithm is not good . If you really want to shoot scenes , use the rear camera . The front camera is to take beautiful pictures of people .",Huawei:beauty algorithm:not good:neg
490_4,What details do you need for a selfie ? ? ? ? ? ? !,notarget:none:none:none
490_5,"If you take a selfie on the Bund in Shanghai , do you think the background is important ? Why do n't need details ?",notarget:none:none:none
490_6,"As long as others know that this is the Shanghai Bund , it 's fine . Is n't the focus of selfies not the face ?",notarget:none:none:none
490_7,"They just say that the second one looks good , but they did n't say that Huawei is not good . Do you understand again ? [ Too happy ]",notarget:none:none:none
490_8,"Pay attention to the word "" most "" , I want to ask you if you can take pictures ? Do n't call white black .",notarget:none:none:none
490_9,I 'm thinking about the missing details and you do n't say you are 🍔 🍔 ?,notarget:none:none:none
491_0,"I 've bought so many iPhone s , how come I 've never had a problem",notarget:none:none:none
491_1,"Yes it has , fortunately , it was found early",notarget:none:none:none
491_2,"Mine is also a 13pro , I bought it on Double 11 , I got it in December , and it started to freeze in January . Sometimes I open the camera and it does n't respond , and sometimes I find that nothing is displayed when I type ...","13pro:camera:doesn't respond:neg, 13pro:type:nothing is displayed:neg"
491_3,"Me too ! Sometimes I can only type in pinyin , but I ca n't type any words . What the hell ?",notarget:none:none:none
491_4,"You are lucky , if there are all problems , then if Apple is not closed down , that is , the users are all stupid",notarget:none:none:none
491_5,"To put it another way , Apple has indeed solved the employment problem of many people in China , so we ca n't just look at one aspect .",notarget:none:none:none
491_6,Does this have something to do with the product has problem ?,notarget:none:none:none
491_7,"No problem , that 's fine",notarget:none:none:none
491_8,Why does everyone keep fixating on that when Apple has something wrong ?,notarget:none:none:none
492_0,"Apple is not very cost - effective . If want to campare cost - effective , Xiaomi is the most cost - effective , but Xiaomi is not durable . Apple 's system is smooth and hardware is powerful , but expensive and not durable . Huawei 's flagship machine is very durable and comprehensive , but it is also expensive . It 's a personal choice","Apple's:system:smooth:pos, Apple's:hardware:powerful:pos"
492_1,I bought 7 in 2017 and sold more than 800 this year . Does anyone want your 2017 Xiaomi ?,notarget:none:none:none
492_2,"6188 can buy three Xiaomi at that time , you really earn a lot",notarget:none:none:none
492_3,"It ca n't be compared like this , Xiaomi can not be used to this year , and the cost of changing mobile phones from 2017 to 2021 is about the same as buying an Apple .",notarget:none:none:none
492_4,"The use cycle is long , the second -hand value preservation is high , and the overall cost performance is high .",notarget:none:none:none
492_5,"Indeed , now xs max can be sold for more than 3k",notarget:none:none:none
492_6,How many people are willing to accept second - hand Xiaomi ? Many people are willing to accept second - hand iPhone 7,notarget:none:none:none
493_0,Blind guess 40 %,notarget:none:none:none
493_1,"Mi 10U charging intermittently , do not solve it ?",Mi 10U:charging:intermittently:neg
493_2,"If the mobile phone is broken , go to the after - sales service for repair . It ca n't be solved here .",notarget:none:none:none
493_3,"After sale said it has no problem , you 🙉",notarget:none:none:none
493_4,The remaining 60 % takes 25 minutes [ sweat ],notarget:none:none:none
493_5,A total of 18 minutes is full ... what nonsense ...,notarget:none:none:none
493_6,Bingbing posted this morning[doge][doge][doge][doge][doge ],notarget:none:none:none
493_7,Bingbing [ Heart ] [ Heart ] [ Heart ],notarget:none:none:none
494_0,"Big soap , if I do n't play games , can I buy a k50 e - sports version ? How about taking pictures ?",k50 e-sports version:taking pictures:can I buy:neg
494_1,No [ doge ] You are not the target group,notarget:none:none:none
494_2,"Bro , this is embarrassing !",notarget:none:none:none
494_3,The digital series is perfect for your requirements,notarget:none:none:none
494_4,"If you are a Mi fan , you can buy Xiaomi Mi 12",notarget:none:none:none
494_5,"Oh , it feels a bit small",notarget:none:none:none
495_0,"Although the game is one thing , I think the most important thing is that the max battery life is too high this year . Android ca n't compare with it at all [ laugh cry",max:battery life:too high:pos
495_1,Some 5000mAh models with 778 processors can be compared [ laugh cry ],notarget:none:none:none
495_2,Are you sure they can compare ...,notarget:none:none:none
495_3,Go to see Xiaobai database yourself,notarget:none:none:none
495_4,But it 's probably the biggest and heaviest phone .,notarget:none:none:none
495_5,"For the texture of stainless steel , the weight can also be understood .",notarget:none:none:none
495_6,"Agree , 13pm is an ip that gives me no battery life anxiety",13pm:battery life:no battery life anxiety:pos
496_0,"Good evening Pigo , will there be an LCD mobile phone with a lower positioning such as the 870 this year ? The family shed tears when watching OLED [ disappointment ] , thank you Pige [ cheers ] [ cheers ]",notarget:none:none:none
496_1,"Personal suggestion , iqoo z5 , 778 G is enough , I think it is very smooth , and this battery life is really invincible , the only dissatisfaction now is that the camera is too bad","iqoo z5:778G:very smooth:pos, iqoo z5:battery life:invincible:pos, iqoo z5:camera:too bad:neg"
496_2,Go to Kuan to find a Google camera to try ?,notarget:none:none:none
496_3,"Mainly because the hardware is not good , it is useless to find anything",notarget:none:none:none
496_4,nothing now,notarget:none:none:none
496_5,"Okay , thank you Pige [ Disappointed ]",notarget:none:none:none
497_0,"Meizu quickly upgrade the system , there are too many bugs and often get stuck",Meizu:system:often get stuck:neg
497_1,"What are you using ... After I upgraded my 17Pro to the Flyme9 , except for the occasional camera freeze , there is no bug at all .",17Pro:freeze:occasional camera:neg
497_2,"18Pro , a lot of bugs",18Pro:bugs:a lot of:pos
497_3,"Same 18pro , I 'm browsing Weibo right now . What bugs are there ? I do n't encounter them at all .",18pro:bugs:don't encounter them at all:pos
497_4,Is there any bug [ doge ] I wanted to buy it,notarget:none:none:none
497_5,And watching Tencent video appear like this,notarget:none:none:none
497_6,Will Meizu have a direct screen release this year ?,notarget:none:none:none
498_0,"s21 is very good , but the urge to change to 22 is too strong",notarget:none:none:none
498_1,"Just changed the back cover , no interest at all",notarget:none:none:none
498_2,Is n't the processor changed ? [ Yunbei ] I am struggling to buy 21 or wait for 22 . Is the Snapdragon 888 overheating seriously ? How is the battery life ?,"Snapdragon 888:overheating:seriously:other, 21:battery life:How:other, 22:battery life:How:other"
498_3,"Do n't change , if you want to change , change to 12 g , 8 g is really not enough , a WeChat is enough to make you uncomfortable",notarget:none:none:none
